POPULATION,LATITUDE,LONGITUDE,Total_units,Vacant_units,Median_rooms,Mean_household_size_owners,Mean_household_size_renters,Owners,Median_household_income,Mean_household_income,Built_1990_or_later,Bedrooms_4_or_more,Median_Value
5290,38.489256,-121.498575,1777,211,5.5,2.68,3.72,64.3,47767,52368,0.5,15.3,193000
5538,38.487652,-121.487201,1669,145,5.2,3.48,3.26,43,36196,42543,14.5,17.3,203500
5112,38.488176,-121.475052,1592,98,4.8,3.74,3.47,42.6,29605,42211,17.4,17.4,207700
9553,38.477051,-121.487958,2591,251,5.7,3.88,4.26,62,43944,54944,29.2,37.5,192500
4122,38.531915,-121.451325,1536,268,4.6,3.19,2.7,36.6,29122,38797,7.8,4.7,234500
4252,38.532549,-121.460037,1365,124,4.7,2.52,3.76,40.5,28262,33528,7.5,7.7,127800
3529,38.518318,-121.470548,1208,95,4.4,3.42,3.66,15.9,27649,40995,3.1,1.1,170100
4795,38.501838,-121.460058,1803,173,4.3,2.78,2.9,43.9,29500,38359,12.1,3.7,75700
7614,38.517382,-121.448293,2544,235,4.7,2.77,3.52,42.2,31579,36827,12.7,10.7,103600
5067,38.518079,-121.460072,1726,280,4.3,2.88,3.74,38.9,30610,40377,3.9,4.8,165300
3303,38.501249,-121.440029,1294,100,4.7,2.04,3.54,36.7,23088,36969,2.5,12.9,223300
4945,38.506855,-121.44626,1616,131,5.1,3.48,3.69,50.5,32037,52598,3.3,14.9,154900
5899,38.506913,-121.421487,1832,151,5.3,3.22,4.2,65.5,33444,43034,17.7,20.8,123100
4485,38.499526,-121.419343,1578,298,5,3.5,3.55,49.8,38539,48165,7.1,19,183200
6740,38.487184,-121.460849,2152,229,5.2,3.22,3.25,42.6,31167,51291,20.4,24.5,140700
5675,38.487381,-121.44607,2066,232,5.5,2.53,3.41,63.4,49231,55103,3.9,21,189300
6649,38.477724,-121.440422,2328,83,4.9,3.75,3.02,38.7,28653,39871,12.8,29.6,157400
2797,38.47836,-121.458965,937,97,5.3,3.18,3.94,56.9,50433,58494,36,15.9,175000
8107,38.488555,-121.416469,2680,410,5.5,3.15,4.76,70.7,49116,51626,9.4,29.3,173300
6284,38.485065,-121.425356,2726,146,4.3,1.9,2.6,42.9,26788,34324,27.4,2.6,126000
4454,38.487917,-121.403942,1442,94,5.5,3.15,2.91,63.4,42500,47601,8.8,16.1,200800
4481,38.489959,-121.385728,1760,32,5.1,2.48,3.06,61.2,46287,51732,14.9,17.5,117200
3154,38.559368,-121.395754,1549,82,5.9,2.23,2.6,65.5,63750,72366,3.4,26.4,324900
4220,38.552909,-121.390446,2051,92,5.5,2.32,1.89,67,61819,67666,10.4,28.1,308200
2109,38.549741,-121.404842,1125,138,3.9,1.44,2.4,24.5,21929,33928,6.5,0.2,53800
1823,38.592314,-121.485072,332,72,3.9,1.32,2.18,13.1,17969,21455,22.6,3.9,119300
2224,38.564902,-121.41424,1419,35,5.4,1.48,2.08,68.5,76371,93661,0,1.6,352200
5611,38.570466,-121.393056,2905,244,5.7,2.26,1.72,58.2,69858,123758,4.3,23.6,698100
5477,38.604707,-121.421048,2202,229,4.7,2.28,3.03,35.7,32661,39901,2.2,21.2,180600
4550,38.602518,-121.407756,2232,215,4,2.28,2.02,24.5,35057,43027,11.5,7.7,193000
3066,38.592422,-121.408418,1490,213,4,1.92,2.26,24,38712,47269,2.6,4.8,217000
3106,38.578514,-121.408112,2146,307,3.7,1.48,1.6,31,46404,63737,11,1.9,189400
1910,38.585097,-121.413,1091,153,3.4,1.66,2.33,5.3,36991,44048,5.5,0,144800
4291,38.585179,-121.405893,2597,345,3.4,1.29,1.89,9.3,39195,44360,9.7,0.5,147200
4822,38.602861,-121.391618,2363,163,4.7,2.03,1.99,34.9,35943,53048,1.8,11.6,271600
3124,38.591833,-121.392448,1475,256,4.7,2.37,2.27,37.6,35786,44591,3.8,7.7,203700
4029,38.583807,-121.392116,1967,166,5.1,2.27,2.17,59.9,51272,96203,10.3,11.2,300300
3060,38.6045,-121.372541,1366,46,5.8,2.28,2.56,73.8,74353,112413,1.2,16,385800
4795,38.586975,-121.37435,1948,66,6.6,2.66,3.12,89.7,123226,135008,1.1,35.2,554500
5050,38.602846,-121.354625,2331,80,5.7,2.39,1.97,80.1,60847,76398,2.1,19.8,321200
3545,38.584005,-121.358349,1518,49,7,2.35,1.87,88.8,114712,161485,3.5,45.7,644200
2585,38.588244,-121.342889,1158,49,7,2.6,1.44,76.4,89293,115094,1.3,43.6,555800
5892,38.63518,-121.357111,2592,119,5.8,2.27,2.52,70.4,64696,82978,19,23.2,325300
2277,38.614778,-121.350163,1276,110,4,2.47,1.83,20.2,40915,55950,2.4,10,368600
4825,38.620845,-121.35597,2131,259,5.5,2.35,2.27,62.7,54758,69347,4.5,11.8,332100
4624,38.616119,-121.374237,2209,142,4.7,2.18,2.13,43.5,39889,58046,3.5,6.4,278400
4461,38.634431,-121.376869,1976,179,4.6,2.34,2.89,41.7,46139,62827,1.3,11.6,265300
2319,38.625195,-121.374856,1078,66,6,2.47,1.7,77.7,75450,94113,0,21.6,357500
4608,38.627839,-121.392966,2271,367,4.3,2.24,2.21,50.1,32791,51825,2.3,6,285400
3114,38.613866,-121.393559,1909,155,4.4,1.71,2.35,32.5,44257,52050,1.4,2,282800
6290,38.620187,-121.407664,2878,383,4.1,2.42,2.08,43,33170,45624,10.6,5.1,223700
3599,38.615955,-121.420939,1712,84,4,2.47,2.35,27.7,26797,35342,10.2,3.9,160300
4592,38.62276,-121.431339,1762,236,5,2.91,3.38,53.1,36292,45870,8,6.2,186600
5347,38.639291,-121.420992,1984,323,4.7,2.96,3.43,53.6,35708,40234,9.1,9.1,89600
6637,38.641251,-121.439346,2082,218,5,3.2,3.12,44.6,33636,46127,33.8,15.4,192900
6166,38.625216,-121.441267,2309,281,4.8,3.08,2.6,44.8,28849,41621,5.3,15.6,163900
8370,38.648339,-121.458948,2642,154,5.2,3.91,3.07,46.5,46567,53542,31.3,18.3,202500
7560,38.631181,-121.458941,2078,298,5.2,3.87,4.27,44.4,33144,44755,29.3,28.7,208300
7455,38.61716,-121.455439,2396,225,4.3,3.59,3.58,42.7,29422,38824,6.5,12.1,135900
4763,38.606796,-121.454047,2443,311,4.2,2.43,1.91,46.9,40417,51684,8.3,2.7,226600
3842,38.618298,-121.472555,1297,76,4.7,2.94,3.77,51.4,30563,45617,17,16.1,144400
7533,38.631149,-121.49307,2792,379,4.6,2.66,2.75,46.5,45504,54532,17.4,8.5,179500
5356,38.616701,-121.479601,1699,139,5.8,3.48,3.4,63,51210,57052,11,41.3,225000
3626,38.612017,-121.518828,2006,156,3.8,2,1.97,9.5,54808,64099,46.1,0.9,341900
5788,38.619073,-121.508681,2567,224,4.3,3.45,2.31,29.5,47338,58194,7.7,15.5,233400
3345,38.620236,-121.501554,1458,60,5.1,2.41,2.32,74.2,61964,69218,3.6,11.9,199900
2779,38.624805,-121.492015,1053,89,4.9,2.58,2.46,49.8,60000,80874,0.7,9.5,203000
7342,38.614898,-121.491539,2797,358,4.9,3.03,2.57,50.2,51421,57217,13.1,13.6,214000
4997,38.648903,-121.539209,1827,118,4.5,2.89,2.34,43.5,51012,80341,86.9,18.2,251700
5537,38.634479,-121.529343,1828,110,6.4,3.12,3.88,57.3,80405,88223,96.6,43.4,298500
2770,38.626028,-121.532499,1058,150,5.7,2.65,2.89,89.9,88862,97194,84.6,17.8,297400
5083,38.643389,-121.512666,2146,346,4.1,3.29,2.01,36,58902,70475,97.1,14,237800
4034,38.608141,-121.534348,1747,97,5.8,2.8,1.88,66.8,81641,106229,70.6,23.2,333800
7195,38.678576,-121.526547,3179,278,6,2.38,2.6,72.7,83882,89339,94.3,34.5,316800
3850,38.662804,-121.523535,1720,108,4.4,2.73,2.26,41,65625,76389,94.6,16.5,243600
7689,38.672954,-121.518184,2682,161,6.9,2.93,2.81,71.2,100568,97979,97.4,55.7,296600
6725,38.678134,-121.500285,2479,211,5.9,2.92,3.05,65.2,76829,81232,90,36.5,259000
7161,38.663159,-121.499145,2420,178,7.4,3.49,2.65,70.4,110637,119545,89.3,67.5,358700
3372,38.661463,-121.545928,1347,99,6.4,2.83,3.31,75,92045,108173,98.1,51.8,354000
4065,38.681884,-121.425419,1413,137,5.5,3.06,2.42,68.3,53795,64213,19.5,23.4,321700
4965,38.659267,-121.451624,1573,83,5.7,3.37,3.46,70.5,56042,63206,43.3,20.4,196000
4131,38.716419,-121.440375,1300,87,5.8,3.34,3.4,90.5,72900,87073,19,30.6,288000
4212,38.705648,-121.436269,1451,59,5.6,2.76,3.12,72,56250,75465,14.7,15.4,248500
4495,38.685396,-121.463533,1453,129,5.3,3.13,3.13,77.3,61711,64348,21.4,13.4,252200
3695,38.69327,-121.449075,1278,73,5.6,3.1,2.67,80.7,60903,63359,12.4,11.7,203800
4644,38.670421,-121.378856,1697,33,4.9,3.01,3.64,38,38750,44186,10,5.2,124100
6180,38.68698,-121.375032,2137,47,5.4,2.46,4.26,74.1,54447,55974,0.7,15.4,207900
4537,38.679142,-121.371502,1483,221,5.7,2.89,3.53,73.7,48409,53602,1.8,29.4,183900
7626,38.69851,-121.375875,2597,185,5.6,3,3.53,70.9,43172,52706,11.7,24.2,178500
5932,38.656494,-121.373468,2569,404,4.4,2.2,3.04,49.3,29940,43458,11.8,6.5,107700
4317,38.689387,-121.358761,1478,117,5,2.95,3.2,48.6,42861,49125,2.8,17.4,173100
3039,38.677943,-121.34731,1220,72,6,2.62,3.08,80.1,53920,63162,1.6,40.5,204400
3866,38.680689,-121.353925,1575,82,5,2.25,2.91,75.1,46212,52962,9.4,12.4,155800
3012,38.711635,-121.39193,948,98,6.2,3.78,4.25,85.9,63682,77319,21.8,40,222200
9003,38.715582,-121.339166,2748,256,6,3.22,3.72,88,85724,100519,85.1,47,268800
2692,38.690928,-121.340763,935,152,5.1,3.08,2.93,43.8,49767,65061,13.6,10.6,207100
5313,38.67196,-121.362513,2226,352,4,2.06,2.96,24.1,28646,33836,7.2,4.1,136700
3508,38.665061,-121.365943,1419,161,4.7,2.43,3.05,38.3,41509,44792,9.4,9.8,172300
2234,38.708537,-121.38039,835,69,5.6,2.53,3.5,47.5,57839,56948,9.7,28.5,218700
6840,38.7116,-121.375679,2289,0,5.3,2.7,3.41,51.5,49306,62553,22.8,20,234000
3451,38.70033,-121.347819,1333,47,5.4,2.56,3.1,69.8,58929,72123,18.6,15.1,191900
4889,38.698534,-121.358541,1927,151,4.5,2.79,3.04,41.4,48968,58265,19.8,9.8,220400
7805,38.721408,-121.372863,2632,169,6.1,3.37,3.29,68.5,70780,72777,79.9,35.2,259900
3355,38.722887,-121.387625,1143,62,6.2,2.94,2.93,90.1,86991,99430,58.6,39.8,272800
5040,38.722718,-121.355754,1599,52,5.9,3.08,3.57,78.7,84654,93132,73.5,28.5,269600
7656,38.712867,-121.357613,2815,91,5.4,2.93,3.34,71.5,72232,83385,73.4,23.6,271600
6067,38.668665,-121.343762,2639,352,4.7,2.59,2.56,34.9,36094,47035,2.7,9.2,240100
4912,38.656706,-121.349654,2155,108,4.7,2.2,2.79,34.4,43311,47493,17.7,8.9,232500
2054,38.650012,-121.357934,870,153,4.9,2.67,2.36,68.9,62820,92664,21.1,23.4,277500
6416,38.649536,-121.334085,3104,226,4.7,2.33,2.08,51.2,43766,66581,8.2,20.6,304300
4619,38.632209,-121.337334,2099,178,5.4,2.42,2.14,53.5,54290,65732,4.7,15.4,245700
6126,38.616904,-121.337874,2886,371,4.9,2.71,2.36,36,46612,56018,15.3,12.4,309300
4306,38.603727,-121.338081,2078,149,5.9,2.34,1.79,64.5,77364,107537,15.9,29.3,432800
5481,38.630954,-121.31375,2584,130,5.2,2.62,2.32,52.7,46917,92748,16.6,24.3,349200
4808,38.61626,-121.32172,2170,188,5.5,2.59,2.03,53.1,49902,84997,8.2,21.7,476000
4576,38.655943,-121.318355,2017,146,6,2.55,2.39,69.6,65553,72148,16.9,25.3,312400
4797,38.656631,-121.300681,1965,200,6.1,2.7,2.71,83.8,73707,81445,6.8,38.8,303700
4225,38.642213,-121.300983,1778,76,6.3,2.52,1.98,75.1,73816,93297,6.8,40,375400
3525,38.642972,-121.319648,1647,118,5.5,2.48,1.91,57,53750,74202,7.3,15.5,350800
4715,38.655525,-121.218025,1914,132,7.2,2.65,3.23,90.1,111574,130301,23.5,48.7,448200
5718,38.652233,-121.234521,2511,53,6.6,2.59,1.68,69.3,81058,95461,33.8,36.2,470700
3151,38.656624,-121.282206,1515,190,5,2.06,2.26,55.2,46307,69196,9.4,19.8,362400
4610,38.658626,-121.25923,1943,59,6.2,2.31,2.57,72.9,84091,105256,16.1,37.4,389700
4407,38.646469,-121.26172,2073,188,5.4,2.35,1.79,56.9,58568,88191,12.6,27.7,452900
4890,38.642781,-121.282588,2149,142,5.6,2.58,1.72,70.4,65360,87171,12,24.3,399200
6153,38.69848,-121.301333,2343,118,5.4,2.53,3.34,77.6,64550,72600,0,20.3,2e+05
3752,38.714498,-121.296459,1457,127,4.8,2.7,2.82,57.7,52112,56965,4.1,8.9,161400
2084,38.665272,-121.319248,849,0,5.4,2.22,3.09,72.4,52533,65211,2.5,8,242900
5668,38.671694,-121.300202,2201,209,5.3,2.89,2.34,71.4,63519,67827,2.3,16.5,254500
4873,38.690292,-121.266379,1950,145,4.7,3.08,2.38,43.9,51250,64152,4.7,19.3,245000
3384,38.671839,-121.256902,1474,62,5.8,2.2,2.47,57.9,64444,81037,11.3,27.5,352300
4478,38.714049,-121.259711,1597,86,6.6,2.67,2.17,93,80495,81930,4.6,49.9,298800
5265,38.706114,-121.255647,2101,88,5.9,2.53,3.06,81.3,73460,81720,14.9,27,263400
4792,38.712244,-121.314844,1715,91,5.4,3.01,3.3,63.1,68633,76272,16.2,15.1,229200
2462,38.719168,-121.304885,944,24,5.6,2.38,3.34,77.3,65446,61122,4.4,20.2,179000
3358,38.702441,-121.320937,1303,40,5.7,2.32,2.53,65.8,51845,59383,2.5,21.2,188400
3761,38.695255,-121.330976,1391,50,5.9,2.86,3.02,79.6,65424,68677,8.7,28.9,187000
4922,38.68114,-121.325898,2439,218,4.8,2.49,2.48,58.2,45865,58475,12.8,13.1,179100
3710,38.694719,-121.313754,1505,23,6,2.28,2.88,80.2,62823,69518,27.9,24.8,199100
2652,38.664876,-121.33119,1284,107,4.4,1.79,2.06,28.9,24871,39289,6.1,1.8,203600
4647,38.672821,-121.319575,2023,166,4.9,2.36,2.95,57.4,47405,58518,11.9,15.2,229900
4000,38.682385,-121.309257,2148,81,4.3,2.01,1.98,52.4,42645,52024,8.9,8.7,203800
2339,38.687184,-121.295157,1254,30,4.3,1.63,1.86,30.8,46117,52494,37.2,7.9,262300
2432,38.67267,-121.288716,952,27,4.9,2.31,2.51,40.9,47476,63381,21,9.7,278600
3568,38.671829,-121.279088,1396,164,5.6,2.67,2.59,67.5,64018,86333,7.9,18.7,283000
3360,38.67028,-121.266446,1842,75,3.9,1.62,2.13,19.6,38862,48218,16.1,6.3,253500
2894,38.694835,-121.278229,1130,182,5.4,2.54,2.1,63.6,67692,67796,7.3,22,244300
6799,38.68328,-121.279891,2784,224,4.6,3.09,2.76,30.8,42458,53662,22.9,7.1,286900
3353,38.703286,-121.282951,1400,41,4.3,2.87,2.44,32,49844,53200,17.2,9.3,259100
4248,38.713572,-121.279286,1721,78,4.8,2.81,2.41,42.4,52238,56321,13.7,9.4,251600
2541,38.685411,-121.256404,1014,60,6,2.58,3.58,87.4,73370,83718,6.6,37,280400
7345,38.691257,-121.249069,2713,109,6,2.68,3.17,83.2,74236,85432,6.9,35,309800
4760,38.694605,-121.233581,1831,73,6.3,2.74,2.23,85.7,71771,91856,10.8,29.2,349400
4495,38.671215,-121.234761,1754,80,6,2.45,2.1,79.5,67262,82152,16.4,30.6,307900
5638,38.671681,-121.214507,2202,278,5.5,2.73,2.63,68.5,70682,74060,8,22.6,280500
4212,38.667245,-121.200496,1858,56,5.8,2.52,2.72,71.1,72652,78310,6.7,25.3,324800
4598,38.683508,-121.212485,1925,80,5,2.44,2.31,57.5,48116,59905,21.4,11.6,254300
4085,38.689859,-121.186358,1785,93,6.7,2.49,1.7,67.1,80682,109602,12.2,38.3,475400
5472,38.703425,-121.180986,2438,133,6.5,2.28,2.18,85.7,77622,107886,43.5,38.2,427500
2871,38.700034,-121.206634,987,10,6.5,2.85,3.12,87,89019,102044,19.7,35.9,461700
5505,38.680467,-121.150617,2008,68,5.9,2.57,2.42,67.6,78365,88981,2.6,21.4,355900
5246,38.66595,-121.164428,2169,98,5.6,2.53,2.2,53.7,77660,91832,58.3,30.1,355900
3275,38.676043,-121.170656,1511,192,4.5,2.26,2.07,46.4,46049,62130,13.7,5,311800
6228,38.687539,-121.126211,2183,85,6.9,2.86,3.07,88.1,118333,123709,64.5,52.5,437100
4320,38.650208,-121.175728,1679,108,6,2.87,2.32,76.4,114063,113778,83.3,42.4,385000
2186,38.662642,-121.145199,740,0,7,2.71,3.53,90.1,116250,105807,99.1,55.4,492500
3687,38.650851,-121.132524,1568,174,5.2,2.22,2.48,67.6,88804,100065,93.2,16.1,328700
6825,38.653227,-121.152338,2287,76,6.6,3.32,2.65,71.1,115298,126379,96,49.5,455700
4711,38.678165,-121.122945,1439,0,7.5,3.13,4.81,97.1,123098,134121,85.1,66.4,485800
4744,38.666603,-121.120032,1573,61,7.6,2.8,2.22,95.4,108611,131354,61.6,68.9,485600
3819,38.67176,-121.102856,1155,95,6.9,3.02,2.86,96.7,153750,155697,96.8,55,509000
2793,38.651148,-121.09991,958,75,6.3,2.98,2.64,85.2,137750,139023,95.3,49.8,466900
6784,38.498422,-121.101604,2995,223,7.1,2.53,3,91.7,98854,129651,48.9,42.4,464200
3082,38.629251,-121.244717,1355,18,7,2.44,2.43,96.3,136411,173741,55.5,45.6,490300
4912,38.623517,-121.248218,2517,124,5.9,2.49,1.79,73.2,80469,108307,62,30,391300
3231,38.553092,-121.236889,1092,117,6.9,3.37,3.21,81,95068,100114,89,70.4,360300
4397,38.544457,-121.228436,1296,31,7.4,3.08,4.16,85.7,101813,110398,97.1,80.7,375100
4436,38.547512,-121.280963,1779,150,5.5,3.17,2.34,68.4,78468,81249,72.6,35,321100
4451,38.598007,-121.297147,1785,188,5.1,2.54,3.19,58.5,44246,61758,3.2,13.9,222800
4835,38.612186,-121.282969,1979,176,5.1,2.57,2.73,52.7,45290,55449,3.4,17.8,206600
4835,38.604639,-121.280437,2139,386,4.9,2.34,2.87,63.4,52679,64340,6.3,11.2,153900
2358,38.582362,-121.325547,889,116,6.3,2.79,2.81,73.1,74432,107456,5.7,34.1,342500
3486,38.59248,-121.310724,1405,115,5.3,2.57,3.03,58.9,51538,58958,1.5,10.9,174100
2295,38.586227,-121.317154,871,16,4.5,2.15,3.11,29.6,33924,43706,2.1,17.8,221800
3100,38.62052,-121.275996,1332,109,6,2.05,3,78.6,73648,89534,0,19.3,261600
4145,38.610871,-121.296446,1573,174,5.2,2.51,2.95,61.3,51827,64195,8,19.8,218300
3878,38.566891,-121.325712,1314,165,5.6,3.14,3.69,72.1,61250,63272,3.2,22.4,218000
3165,38.558064,-121.325769,1318,12,4.7,2.78,2.17,48.9,50428,61075,15.8,10.2,192600
4940,38.573442,-121.314655,1983,185,4.8,2.41,2.73,52.5,37689,49048,29.5,15,68700
2818,38.57746,-121.301784,1158,76,4,2.73,2.83,29.5,40722,44627,33.2,8,163700
4928,38.587516,-121.300155,1681,130,4.9,2.58,3,51,37432,47695,3.2,11.5,200500
4866,38.581002,-121.292311,2297,193,4.1,2.47,2.25,15.4,46786,80955,50,5.9,270200
3964,38.576705,-121.27843,1309,98,6.3,3.41,4.91,78,92627,93133,97.1,51.6,312000
3495,38.55451,-121.341579,1290,99,5.4,2.47,2.58,58.6,55313,59063,20.4,27.4,244200
2709,38.562064,-121.370365,1199,50,5.2,2.1,3.29,42.1,42051,48860,1.3,14.1,212300
4143,38.565861,-121.365435,1991,90,5.1,2.14,1.85,50,56632,69272,0.7,17.6,247200
3213,38.572342,-121.344352,1361,27,5.8,2.51,2.58,70.6,66954,76872,1,33.2,233400
3693,38.550447,-121.35392,1457,104,6,2.35,2.85,71.8,61719,72567,0.8,26.4,243500
4842,38.555583,-121.359811,1791,48,6.2,2.67,3.6,84.1,79360,84405,2,44.6,254800
1482,38.5581,-121.368225,814,206,3.5,2.64,2.35,25.8,29324,33631,1.1,1.1,61400
5539,38.542418,-121.363621,2380,120,4.9,2.65,2.62,52.6,48173,57253,15,14.5,229500
3630,38.543349,-121.349846,1440,51,5.2,2.88,2.6,63.3,63594,68865,15.6,24.1,237600
2293,38.498076,-121.351687,901,103,5.3,2.85,2.67,72.2,51538,67963,32.7,17.4,303800
5241,38.417065,-121.363266,1752,92,6.3,3,2.58,72.1,77174,85770,51.9,40.6,332000
6032,38.417169,-121.381223,2132,115,5.8,3.06,2.5,76.6,55224,68524,13.5,34.8,264700
2282,38.402864,-121.378482,866,0,6.3,2.59,3.18,90.9,69392,77253,5.8,40.7,249800
7000,38.398309,-121.365018,2444,217,5.9,2.91,2.72,73.6,65956,80691,27.7,42.9,251700
6407,38.469217,-121.357555,2069,77,6.2,2.96,3.85,79.1,76176,84807,74.8,42.2,286500
6535,38.459188,-121.362075,2121,212,6,3.36,4.33,73,63598,76004,72.7,45.1,251900
5922,38.44404,-121.363668,1686,135,6.6,3.25,3.78,79,77102,88216,81.6,50.1,311900
4605,38.477911,-121.380788,1335,124,5.8,3.69,3.97,69.1,67311,68101,38.4,30.9,195800
5700,38.462165,-121.377631,1825,99,6.5,3.05,3.8,74.6,77375,80951,23.7,51,246300
2620,38.477562,-121.403249,697,29,5.9,4.16,4.92,63.8,59359,61656,9.5,44,2e+05
4864,38.470046,-121.400374,1336,110,5.8,3.29,4.39,73.9,51567,62176,33.2,34.5,183900
4336,38.460521,-121.401724,1494,37,5.4,3.36,3.31,50.5,62854,65798,55.7,28.1,191000
5573,38.460715,-121.388989,1865,74,6.2,3.33,4.67,84.6,64973,77896,51.1,49.2,233700
13206,38.446032,-121.389443,3704,189,6.1,3.58,4.08,67.4,69727,79378,95.7,49.6,275900
5321,38.432713,-121.382272,1614,104,7.3,2.99,3.54,87,86735,101132,73.7,66.6,352400
2742,38.433354,-121.312714,892,69,7.9,2.99,4.22,97.8,130350,151765,40.3,52.7,642300
836,38.427813,-121.291907,255,0,5.9,3.03,2.04,67.8,69590,126946,24.3,33.4,672500
4804,38.459832,-121.315349,1509,0,7.8,3.39,5.21,88.4,116122,132199,80.4,77.4,548300
5245,38.402336,-121.34556,1373,0,6.8,3.46,4.06,88.5,80298,98556,81.7,57.1,330000
2300,38.459791,-121.349319,755,26,5.2,3.18,3.6,65,59583,66857,88.4,33.5,226300
3818,38.471774,-121.315841,1200,81,7.4,3.19,4.27,90.6,81528,98272,86.2,59,451600
7049,38.416416,-121.343534,1949,56,7.1,3.94,4.03,80.2,98256,118211,94.9,80.7,345400
1425,38.439308,-121.337794,412,46,7.9,3.31,2.12,85.8,144100,157259,50.8,71.6,614000
2038,38.35456,-121.273568,734,99,6.1,3.08,3.76,65.8,62679,80462,34.7,39.6,450000
5921,38.398258,-121.214686,2086,236,6.4,2.74,2.98,88.4,93839,100894,29.5,38.6,497000
2390,38.301389,-121.188133,723,22,5.6,2.97,3.98,80.9,85938,94551,28.3,25.5,517300
9944,38.281714,-121.294789,2999,74,5.7,3.4,3.77,73.7,65567,76844,81.4,35.8,284400
1783,38.268519,-121.279351,527,74,5.8,3.65,3.31,90.7,96908,90020,43.7,34,435800
2772,38.246412,-121.31555,811,50,5.3,3.31,3.54,73.5,46897,70270,30.5,12.7,181000
7055,38.257462,-121.31748,2224,200,5.8,3.24,3.4,82.3,73248,81202,54.9,27.3,240300
3067,38.262757,-121.304072,1156,26,4.9,2.32,2.56,62.4,39137,48504,17,5.6,176500
2059,38.248262,-121.298668,654,25,5.1,2.55,3.56,53.4,48625,55777,17.1,10.5,184100
6621,38.469366,-121.45831,1927,60,5.9,3.64,4.63,62.8,52621,56627,5.8,35.9,210900
7159,38.466307,-121.42657,2595,253,4.6,3.24,2.47,38.6,32313,40820,22.2,15.5,202300
7597,38.444675,-121.415268,2180,120,5.5,3.36,3.24,63.1,62706,70677,81.2,33.7,236200
5215,38.446931,-121.433837,1530,62,5.9,3.61,3.54,60.8,59857,66648,63.7,41.7,233700
6072,38.455548,-121.438584,1791,129,5.8,3.4,4.55,66.4,49800,62366,22.8,33.5,189700
3165,38.414416,-121.400359,1062,22,5.4,2.97,3.46,60,70192,83003,91.9,29.2,281300
5073,38.416116,-121.41229,1704,38,5.5,3.12,3.5,69.3,71085,81473,62.6,26.9,269900
6658,38.43669,-121.43228,2196,57,6,3.07,3.39,74.5,66116,77257,89.2,36.1,269500
7864,38.428521,-121.433628,2729,87,5.7,2.76,3.62,64.3,69485,75160,69.5,31.1,243500
5814,38.417422,-121.424905,1920,92,6.2,2.88,3.37,79.4,80244,86706,30.2,44.1,271600
3545,38.416832,-121.44109,1307,72,6.7,2.93,2.8,91.2,94276,117274,48.7,48.2,430200
4642,38.426426,-121.451967,1517,12,6.5,3.12,3.19,74.4,77375,84818,71.9,49.8,282900
7824,38.421135,-121.471426,2789,91,5.8,2.75,2.38,66.5,76953,88820,95.4,36.2,323200
7222,38.411469,-121.4663,2693,217,6.1,2.9,2.97,75.1,103936,127236,95.7,43.8,321300
9389,38.387106,-121.44203,2805,252,6.8,3.1,3.87,72.9,74194,90186,99.6,65.5,329400
6811,38.401335,-121.426174,1889,287,6.8,3.68,3.34,74,89167,100011,92.6,70.4,367000
3309,38.463006,-121.438225,1133,132,5.2,3.76,2.98,65.4,44602,58185,22.6,22.4,163800
4913,38.470588,-121.440342,1568,116,4.8,3.43,2.85,53.8,44848,55355,4.2,20.2,171800
5941,38.401696,-121.473777,1885,262,7,4.03,3.54,62.5,88778,105479,95.4,57.7,386000
7672,38.40181,-121.441673,2291,193,6.3,3.48,3.64,83.9,92872,96107,95.4,63.2,350100
6003,38.385738,-121.42491,1521,185,7.6,3.86,4.99,87.1,101500,109594,92.9,82.7,372500
4330,38.343088,-121.420716,818,2,5.6,2.51,2.75,53.6,68555,74560,50.4,24.4,352400
3554,38.429749,-121.40719,1105,16,5.9,3.15,2.87,55,43417,66573,95.8,45.5,264300
1984,38.139673,-121.624429,963,187,4.6,2.25,1.64,74.1,41833,51490,26.9,5.4,207200
3976,38.277965,-121.539146,1425,245,5.5,2.64,2.9,60.5,55403,71659,13.5,20.2,350400
5007,36.903321,-121.38237,1645,114,6.2,3.01,3.86,64.7,77375,98087,30.3,33.3,731600
6051,36.854929,-121.554568,1952,157,5.4,3.36,2.68,63.4,74522,106018,26.5,24.7,674200
4217,36.855703,-121.421664,1063,128,5.2,4.68,4.19,49.1,45815,56110,26.8,24.6,246900
5975,36.846445,-121.406209,2050,190,5,2.72,3.14,44.2,51250,61474,5.6,10.7,322300
5395,36.843162,-121.377724,1717,87,6.1,2.79,3.5,78,83000,88173,63.3,34.3,381700
6099,36.853487,-121.388637,1691,18,5.8,3.83,4.36,59.7,63625,73068,38.8,29.6,336300
8317,36.831387,-121.376509,2617,72,6,3.11,3.22,75,79139,83536,45.3,39.5,387200
3644,36.847105,-121.417893,1029,66,5,4.04,3.57,52.2,54156,54616,54.6,18.1,251500
4948,36.836297,-121.399395,1784,54,5,3.23,2.75,53.5,61103,78855,45.3,21.7,408400
3082,36.81127,-121.363704,1330,17,6.3,2.41,3.08,83.8,91771,99353,40.8,32.7,595500
2534,36.733192,-121.270927,977,167,5.9,2.63,3.05,71.7,83692,95187,38.4,26.1,601900
4740,34.013925,-117.749944,1712,144,5.4,3.05,2.81,70.3,82083,109140,12.8,30.8,464900
