POPULATION,LATITUDE,LONGITUDE,Total_units,Vacant_units,Median_rooms,Mean_household_size_owners,Mean_household_size_renters,Owners,Median_household_income,Mean_household_income,Built_1990_or_later,Bedrooms_4_or_more,Median_Value
6159,37.556906,-121.969466,2930,291,3.5,2.13,2.18,22.7,104634,120563,54.1,0,325700
4080,37.540775,-121.978293,1490,135,4,2.73,2.55,22.7,65341,75200,1.1,4.4,426900
4103,37.544784,-121.976145,1789,246,3.7,1.97,2.44,31.3,71273,87017,37.1,0,499100
5166,37.547219,-121.950169,1726,94,6.7,3.08,3.57,86.2,155500,152477,8.2,53.6,875200
6875,37.537527,-121.942076,2238,139,6.7,3.03,3.24,76.8,124320,138767,5.5,45.9,899000
4388,37.528089,-121.960033,1520,133,5.4,3.21,3.06,61.3,75495,82394,5.8,10,567100
4788,37.536124,-121.961412,1908,148,4.1,3.07,2.67,29.4,55116,78273,24.5,3.2,478900
6253,37.531986,-121.974035,1984,103,5.7,3.75,4.02,74.8,87813,101953,3.5,34.6,521700
7371,37.537437,-121.986796,2300,195,5.4,3.24,3.35,54.4,79526,83866,2.2,21.2,507600
3844,37.543725,-121.99737,1315,41,6,2.88,2.66,66.3,80521,98490,8.4,25.3,632900
5074,37.549808,-122.004837,1768,120,4.9,2.88,3.15,55.3,66062,101894,2.9,19.7,748300
2873,37.537368,-122.007806,1092,27,6,2.74,2.33,79.7,103558,108751,0,28,633000
2816,37.528541,-121.991923,971,121,5.6,3.15,3.44,69.1,69375,83498,0,22.5,484700
7194,37.518372,-121.973914,2338,226,5.8,3.27,3.63,70.8,80926,93707,10.5,34.8,570900
2917,37.519068,-121.951827,842,33,5.7,4.17,4.54,83.4,91932,92414,4.2,18.9,465700
5918,37.516438,-121.960506,1845,73,5.5,2.95,3.58,78.3,91250,95396,7.1,16.6,509400
4611,37.507335,-121.927245,1512,49,7.2,3.54,4.62,87.6,138239,169486,10.8,75.6,905500
5558,37.531756,-121.925766,1796,167,6.2,3.44,3.27,69.6,127869,142039,15.8,38.7,877600
4074,37.470574,-121.913353,1274,34,6.8,3.22,3.49,91.3,131875,149581,13.7,60,755400
3142,37.489265,-121.924551,1287,41,4.2,2.54,2.92,49.3,83143,94454,1.9,4.7,350500
2985,37.482374,-121.920129,979,56,6.3,3.18,4.13,82.1,126116,135664,0.9,29.4,678200
7280,37.550387,-122.03473,2556,126,6.2,3.01,2.59,84.6,82500,85620,7.2,42.8,607300
6499,37.542016,-122.045557,2017,64,5.7,3.1,3.68,80.6,81047,89359,1.6,24.8,463400
3855,37.53594,-122.053685,1192,32,6,3.43,3.08,76.6,92563,107993,13.5,38,528300
4354,37.526727,-122.045271,1309,42,5.2,4.18,3.41,51.9,69875,90937,13.3,30.7,519900
5114,37.536305,-122.035195,1534,155,5,4.02,2.51,69.4,73423,82316,4.8,14,439800
6696,37.534093,-122.028417,2070,178,5,3.55,3.13,54.6,74141,83087,26.8,22.6,455900
4761,37.52897,-122.015382,1504,96,6.4,3.37,3.65,81.4,84773,90090,4.5,46.6,541000
4014,37.518819,-121.998672,1613,95,4.6,2.62,2.65,70.9,106604,107660,21.7,9.8,421800
4349,37.706707,-121.885743,1722,119,4.4,2.96,2.18,29.9,108125,113588,93.8,16.8,567000
9434,37.716635,-121.885933,1309,55,6.4,3.51,2.44,67.2,131795,146724,98.3,43.9,760900
4067,37.721142,-121.914653,2294,256,4.3,2.41,2.03,29.9,85592,88709,36.4,6.3,512300
4551,37.714113,-121.920255,1606,86,5.9,2.93,2.35,71.3,104063,106048,22.9,35.8,553500
5968,37.717,-121.933437,1977,96,5.7,3.19,3.04,72.6,100446,104271,7.6,30.8,499000
3129,37.706403,-121.941764,1223,52,5.4,2.87,2.33,72.9,112614,112061,12.8,35.2,588200
4185,37.710144,-121.95155,1487,16,7.7,3.33,2.17,95.2,149180,165969,33,63.9,769300
8722,37.673284,-121.91457,3359,149,6,2.86,2.33,66.6,131282,150931,29.5,39.7,763800
4657,37.682446,-121.908145,1472,55,6.5,3.13,4.72,88.9,127270,135221,1.1,51.7,615800
4796,37.681135,-121.884142,1651,29,7.1,2.89,2.54,78.1,130938,138407,0.5,59.4,832100
3685,37.672434,-121.883395,1348,36,6.2,2.85,3.18,68.3,109960,120068,2.4,39.9,727900
5733,37.669327,-121.899673,1848,10,7.1,3.22,2.78,81.8,141797,162136,5.4,61.7,830800
5251,37.657743,-121.883001,2128,101,4,2.92,2.05,28.9,77038,109770,46.7,14.7,873500
4768,37.660219,-121.865232,1736,61,5.5,2.76,2.61,56.4,98304,133075,10.1,26.3,815700
4576,37.661658,-121.850007,1777,31,5.9,2.64,2.58,80.1,101500,118504,23,35.6,634400
4734,37.692046,-121.884479,2216,129,4.1,2.49,2.65,31.5,93347,104950,50.5,7.2,503500
4831,37.696329,-121.867036,1480,16,7.2,3,3.77,92.9,117821,158741,15.3,64.7,671000
5956,37.686403,-121.866409,1788,54,5.6,3.47,2.68,70.4,125000,146915,46.1,35.9,678700
3152,37.673698,-121.86979,1148,57,5.7,2.82,2.55,74.9,121406,114858,20.1,24.6,647100
3618,37.707005,-121.863099,1553,96,3.8,2.08,2.08,53.4,89875,97734,97.9,1.3,401700
2115,37.714489,-121.864027,611,35,7,2.77,3.5,91.7,172292,189096,84.3,58.8,820800
5262,37.721597,-121.856274,1485,80,7.8,3.64,2.84,90,156250,182484,96.1,70.9,866300
7081,37.698254,-121.707517,2389,171,6.4,3.04,2.93,75.7,121848,154727,81.7,42.1,636400
4011,37.653118,-121.781995,1317,26,8.1,3.11,5.33,98.6,182534,195804,58,76.4,898100
6595,37.71108,-121.738345,2607,114,5.6,2.98,2.25,73,95295,111445,26,28.8,441700
3634,37.722142,-121.740212,1291,30,6,2.73,4.03,81.6,94864,107408,13.8,40.5,464100
6560,37.688697,-121.795745,2388,44,6.4,2.61,2.98,86.3,104961,125139,24,45,495800
5850,37.693188,-121.764885,2276,83,6.1,2.85,2.42,63.9,86930,103014,50.6,32,559100
2220,37.69124,-121.784165,775,97,5.6,3.45,3.25,75.8,91875,102028,22.2,20,446300
6610,37.685292,-121.779174,2174,55,4.6,2.4,3.33,41,69452,75466,3.7,12,408300
4668,37.675984,-121.741825,1757,25,6.2,2.73,2.33,63.3,89722,109988,34.1,39.1,705500
5660,37.683688,-121.748577,2127,124,5.7,2.92,2.25,58,83216,99505,12,21.6,466800
1509,37.691072,-121.736502,590,0,6,2.73,3.05,90.5,103382,106788,38.9,48,474600
3337,37.689443,-121.725131,1140,0,7.2,2.65,3.67,91.5,105000,114454,35.8,67.5,607500
3138,37.682408,-121.727563,1128,136,5.1,3.19,2.95,48.6,82979,89901,10.7,22.7,483500
4617,37.670965,-121.761705,1790,85,6.6,2.95,2.09,72.3,112480,138990,44.8,36.9,752100
6224,37.671706,-121.776066,2840,268,5,2.39,1.91,67,85887,95071,23.1,18.5,540700
3102,37.671642,-121.788228,1051,41,6.1,2.94,3.42,72,84900,95364,0,23,463100
3859,37.667847,-121.800524,1330,71,6.9,3.12,3.68,90.4,119803,132401,27.7,52,594500
4449,37.662511,-121.788358,1641,98,6.3,2.72,2.52,79.7,112522,118319,4.5,39.3,586800
540,37.795297,-122.272893,285,14,3.8,1.47,1.27,39.5,157202,166634,66.6,3.2,427800
1175,38.728298,-119.847603,1772,1415,4.4,3.16,3.6,80.4,59018,81595,35.1,10.7,395600
3907,38.461746,-120.556546,2810,895,5.3,1.94,2.04,96,57404,72696,31.3,7.3,296100
1867,38.454052,-120.523468,1567,795,5.1,2.76,1.83,86.4,54271,65311,16.4,4.5,298200
4672,38.469552,-120.757586,2510,425,5.2,2.22,3.26,81.2,51548,91227,18.9,7.6,353500
5871,38.396115,-120.93845,798,98,5.5,2.69,3.06,80,65167,71661,22.4,7.3,331700
5073,38.361906,-120.91234,2280,303,5.3,2.48,2.19,71.6,63891,75869,39.4,12.9,295100
3946,38.292106,-120.905898,1728,361,5.3,2.72,2.92,76.6,55625,68578,48.3,14.2,283800
5020,38.386003,-120.757167,2445,356,5.3,2.13,2.34,62.9,46142,58868,20.1,15.6,329900
4740,38.396074,-120.65693,2375,188,5.6,2.41,2.42,83.6,58068,79250,27.1,12.9,324400
2995,38.347563,-120.743723,1430,239,5.3,2.15,1.94,71.5,58309,65825,23.9,12.9,381600
3900,39.757849,-121.824923,1647,180,5.4,2.25,2.82,71.3,52694,69081,16.3,6.4,256200
3902,39.766119,-121.81919,1203,72,5.3,2.78,2.94,68.8,73313,79531,80.4,17.2,311000
5636,39.767374,-121.836338,2558,151,5.2,2.58,2.31,52.6,45417,55309,34.8,11.5,286500
4052,39.772494,-121.861055,1807,121,4.7,2.15,2.1,51.8,39022,50369,16.3,7.6,232500
3723,39.765327,-121.849339,1875,244,4.7,2.02,1.88,53.9,36694,47112,16,6,181300
4410,39.760097,-121.860012,1875,170,4.2,2.37,2.1,32,36966,43277,17.2,3.2,201500
1771,39.773306,-121.88698,625,83,4.8,2.9,2.38,54.2,57576,70618,62.5,18.4,213800
7030,39.756521,-121.873828,3097,101,5.8,2.31,2.82,73.7,63385,79283,48.6,17.8,337300
4333,39.734231,-121.874197,1665,165,5.6,2.75,2.55,67.5,45714,65900,22.4,30.5,362700
4204,39.729937,-121.85992,2019,401,4.5,2.3,2.5,20.8,24388,43770,19.4,15.3,303300
3304,39.744407,-121.864839,1377,28,6,2.38,2.63,64.3,59321,70779,32.2,21.9,327800
3130,39.735472,-121.849527,1154,80,4.3,2.23,2.27,21.4,21867,38539,10.3,10.8,303600
4217,39.735654,-121.857557,1765,383,4.3,2.21,2.55,13.4,17057,28282,26,20.8,318800
4694,39.743162,-121.839555,2613,292,4.5,2,2.25,36.8,37625,52290,8.1,8.6,293000
5295,39.750097,-121.81891,2396,123,5.8,2.35,2.4,64.7,60792,78761,5.2,20,296600
2142,39.727073,-121.775788,957,40,5,2.67,2.33,67.8,90582,92735,76,9,343800
6117,39.729458,-121.800295,2645,232,4.5,2.69,2.21,36.8,41132,53230,52.4,4.8,289100
6071,39.746437,-121.796321,2817,133,5.6,2.46,1.87,59.5,53224,70911,53.5,18.1,344600
4801,39.728123,-121.834854,2463,256,4.1,2.16,2.38,17.3,28513,36590,5.1,12.1,295100
4572,39.717132,-121.848362,1937,399,5.2,2.13,3.01,36.5,33417,59810,17.2,32.2,310000
3556,39.717581,-121.831388,1693,192,4.7,2.57,2.46,31.2,34571,44319,14.1,14.7,238600
4169,39.724697,-121.820777,1569,246,4.8,2.42,2.98,36.9,31660,39838,11.9,8.5,208600
5797,39.78958,-121.905061,2133,143,6.4,2.71,3.42,84.3,70382,84783,27.5,31.9,414100
5297,39.650158,-121.80052,2200,241,6,2.81,2.84,70.4,64615,94120,25.9,21.1,467200
5266,39.822449,-121.726501,2663,684,5.4,2.52,2.72,89.6,68304,103163,38.7,16.5,366200
5739,39.823817,-121.606136,2724,550,5.2,2.3,2.92,68.3,40926,52040,23.7,2.4,179600
2852,39.822685,-121.601733,1334,117,5.1,2.41,2.29,78.7,37537,43646,12.2,0,184700
3060,39.859671,-121.583869,1450,195,5.7,2.7,2.38,82.6,42939,53361,23.7,1.3,168500
5640,39.779828,-121.60664,2696,156,5,2.01,2.49,76.1,35891,52714,10.9,4.4,192700
3373,39.782663,-121.580528,1602,174,5.2,2.28,2.15,83.3,43777,56689,19.6,11.2,268300
5184,39.759683,-121.588137,2428,170,5.2,2.62,2.09,65.9,40135,57364,13.1,7.4,224500
4599,39.762136,-121.622787,2317,240,5,2.12,2.13,62.9,46431,49464,11.4,10.4,220900
5156,39.734048,-121.634341,2589,280,5.1,2.32,1.62,75.2,50924,59942,19.1,4.6,290100
5331,39.724537,-121.587393,2500,151,5.4,2.21,2.19,81.5,34111,56545,25.4,13.2,240000
5157,39.61371,-121.40204,2803,712,5,2.29,2.16,79.6,35570,49140,25.3,7.5,195300
4930,39.534419,-121.560489,1717,104,4.7,2.56,3.01,36.1,40290,51618,18.3,10.2,188900
2324,39.495316,-121.46568,1233,106,5.6,2.46,2.26,89.6,57465,72825,31.2,11.3,229800
3455,39.524347,-121.471964,1835,231,5.6,2.34,2.73,82,52415,67740,21.9,10.6,226600
5478,39.514717,-121.531173,2278,42,5.6,2.54,2.31,64.7,47548,56364,10.6,11.3,212800
4275,39.508624,-121.559624,2119,336,4.3,2.12,2.17,25.3,25293,32383,7.5,5.3,170500
3060,39.518248,-121.593476,867,29,5.3,2.99,4.66,63.7,37955,49761,17.2,8.3,171000
3140,39.49677,-121.543805,1076,131,5.1,3.15,3.55,56.9,24462,32747,14.3,6.5,66500
3531,39.482672,-121.54539,1257,147,4.8,3.09,3.17,50.1,35625,38090,5.3,8.6,148000
4396,39.490494,-121.514805,1703,117,5.6,2.71,2.59,81.5,53176,63458,20.7,13,209500
4234,39.439276,-121.537195,1552,134,5,2.87,2.65,77.2,42381,51146,20.2,8.1,149500
4852,39.407494,-121.506459,1804,253,5.2,3.08,2.58,78.6,45372,53869,31.5,15.1,268800
2956,39.351899,-121.666252,1081,84,5.4,2.69,3.1,50.1,37413,51840,10.8,15,246600
3222,39.368248,-121.705883,1165,108,5.5,2.72,2.83,67.2,50365,57986,18.6,19.2,207800
4758,39.356741,-121.702132,1487,161,4.9,3.34,3.32,65.9,38468,47864,17.6,10.9,215700
3404,39.423679,-121.705308,1351,198,5.4,2.97,3.39,61.9,44042,56527,11.7,17,2e+05
4505,39.504968,-121.596539,1868,284,4.9,2.71,3.25,74,38110,47290,23.6,8.9,159100
4434,37.942198,-120.622631,2778,889,5.7,2.3,3.3,79.5,66635,78528,68.1,10.3,308000
4463,38.074642,-120.552153,2283,358,5.1,2.02,2.54,72.7,48643,57441,26.5,7.7,277000
4046,38.129549,-120.463545,2129,317,5.2,2.32,1.99,72.8,45500,67766,23.6,11.1,272800
9515,38.169293,-120.868127,4094,250,5.7,2.54,3.38,84.6,67367,81108,45.4,14.3,350200
5515,38.122358,-120.846521,2431,287,5.5,2.73,2.99,83.1,72990,78087,53.9,7.7,253500
6969,38.223712,-120.632002,3411,556,5,2.11,2.13,72.8,46294,59228,22.8,11,279000
4032,38.367981,-120.524374,2370,557,4.6,2.37,2.34,79.9,40742,48033,20.3,6.7,238700
3332,38.204316,-120.382689,2644,1270,5.5,2.32,2.92,78.4,59277,74450,32.5,10.4,452100
2330,38.241108,-120.344586,3482,2658,5.3,1.98,2.01,80.2,50944,74846,17.7,12.1,470200
5183,39.010841,-122.036374,1792,183,5.2,3.31,3.1,66.6,49464,60662,34.1,18.7,295900
5121,39.203518,-122.010599,1973,152,5.4,2.85,2.92,65.6,56540,68946,31.4,14.8,248400
6055,39.150416,-122.157125,1794,78,5.2,3.54,3.13,56.5,49956,60462,43.4,15.6,196500
2495,39.313005,-122.248025,1158,338,5.1,2.65,3.06,68.3,44444,66604,23.3,13.4,213600
2565,39.216144,-122.007993,1133,110,5,2.17,2.39,62.6,39931,52063,6.5,11.1,213100
3659,38.012923,-121.633225,1814,359,4.6,2.24,2.19,81.4,37972,59423,17.4,10.8,227100
6592,37.997336,-121.728285,2332,175,5.7,2.99,2.03,71.6,56458,68134,33.8,18.9,214800
3779,38.004015,-121.721984,1342,158,6.2,3.23,2.5,89.9,86833,94305,43.4,52,238000
6347,37.986813,-121.704753,2109,127,5.8,2.9,3.46,64.8,73243,74881,43.1,44.8,267600
7718,37.983404,-121.687377,2275,173,6.1,3.57,3.72,74,75833,86831,73,51,319600
5641,37.969131,-121.752392,1629,197,6.7,3.74,4.06,70.7,85441,90942,87.5,54.9,355800
10039,37.985017,-121.728421,3030,107,6.8,3.5,3.43,89.4,96410,108279,56.3,48.7,295400
7624,37.958651,-121.709148,2242,163,6.4,3.57,3.15,64.7,77985,90349,74.8,45.3,437500
10812,37.939184,-121.685408,3299,242,5.8,2.86,3.03,62,64567,76897,65.8,33.1,352300
9989,37.94752,-121.756026,3092,239,7.4,3.7,3.23,74.7,99119,109460,95,66.1,391100
7080,37.942089,-121.716182,2135,214,7.9,3.65,3.97,90.7,106815,119535,84.6,70.9,398800
8491,37.944365,-121.731073,2646,295,7.4,3.3,3.39,84.2,99263,114381,93.4,61,464800
4182,37.929315,-121.708829,1484,55,5.5,2.92,4,72.6,62608,82988,21.1,27.4,235400
8309,37.918887,-121.709582,3214,78,6.1,2.3,2.39,87.2,81232,92233,93.4,27.3,413400
3718,37.916434,-121.743083,1131,80,7.3,3.35,2.86,90.5,107582,117047,99,69.6,544300
1426,37.873133,-121.639838,547,56,6.7,2.67,2.06,79.2,71850,86323,7.8,33.5,496700
3433,37.902629,-121.593885,1769,239,6.4,2.42,2.66,72.9,75948,113134,19.7,27.4,553900
3738,37.89967,-121.608565,1809,199,6.1,2.47,1.3,90.6,112661,153058,27.9,19.3,617900
6738,37.911994,-121.619981,2048,213,6.8,3.14,3.72,80.9,102250,102538,80.9,50.3,338400
6620,38.011224,-121.815857,2504,498,4.3,2.8,2.95,26.4,40457,52875,8.6,7.5,242800
2985,38.001877,-121.768476,1134,51,5.9,2.72,3.38,81.6,63201,75111,27.9,33.7,233600
4881,38.005384,-121.80025,1842,169,5.5,3.01,3.4,53.2,50964,64523,10.7,19.2,266100
3324,38.008939,-121.789816,1264,132,5.1,2.89,2.53,50.7,46083,61592,7.6,14.5,357600
4166,37.986621,-121.815497,1533,105,5.8,3.06,2.59,72.4,70278,82142,6.5,39.1,248800
5038,38.000382,-121.815006,1859,242,4.9,2.71,3.22,54.9,48980,67284,6.1,9.1,186100
3467,38.00136,-121.849542,1185,143,5,2.89,2.92,47.2,39423,47498,4,8.4,191300
3933,38.003941,-121.827392,1652,366,4.1,2.96,3.22,31.7,45833,49354,1.2,7.3,172700
4300,37.994589,-121.831097,1357,79,6,3.09,3.44,74.8,52578,62157,4.7,29.8,240300
6595,37.991468,-121.835198,2747,350,4.9,2.83,2.49,55.9,55283,63171,4.4,17.9,211500
7229,37.991657,-121.797117,2534,294,6.3,2.97,3.78,65.8,61864,72767,7.8,30.6,280500
4194,37.988061,-121.768342,1387,150,7.2,3.22,4.13,87.7,100888,113608,54.5,61.8,349200
2771,38.033162,-121.884591,1089,229,5.7,2.68,2.25,71.7,57500,73066,53.1,21.5,300500
5641,38.026576,-121.889725,1742,211,5.2,3.76,3.68,54.3,45087,60095,33,21.2,253400
5001,38.022091,-121.895688,1558,199,5.2,3.44,4.05,47.5,51544,56007,18.4,25.1,217100
2292,38.016912,-121.875201,805,69,5,2.95,3.31,42.4,26930,43610,4.3,7.5,307000
7251,38.005558,-121.88237,2953,247,4.9,2.69,2.65,47.7,48762,59290,25.6,9.9,244800
3984,38.003525,-121.865435,1409,146,5.6,2.9,3.42,64.7,63365,72565,21.7,26.6,277400
7723,37.99375,-121.876968,2512,87,6.2,3.1,3.03,63.3,71339,104041,32.8,40.5,369100
3222,38.013787,-121.930076,1002,29,6.4,3.45,3.73,83.4,82770,80025,7.4,39.8,322800
5542,37.998058,-121.902893,1861,182,5.6,3.24,2.68,64.8,72132,81332,15.6,25.4,339600
1724,38.017264,-121.916537,530,0,6.6,3.39,5,87.4,101471,133716,9.3,44.5,271500
5757,38.01379,-121.898773,1672,84,5.7,3.76,4.51,54.3,51184,61109,9.1,28.5,230900
5923,38.023643,-121.919006,1728,107,5.4,3.56,4.24,78.7,48640,61709,25.1,28,187800
5546,38.029855,-121.948947,1785,103,4.8,3.31,3.12,47.1,48214,55942,21.8,13.9,214000
7118,38.023611,-121.943509,2687,297,4.6,3.13,3.18,43.4,35571,51284,16.5,11.5,275300
6482,38.034823,-121.968166,1867,94,5.5,3.33,5.05,71.5,42307,56729,9.6,17,162300
3281,38.027005,-121.990358,1255,40,5.6,2.69,2.46,84,97938,99185,51.6,26.6,389200
1483,38.016917,-122.135867,492,69,3.3,1.57,1.75,13.2,30993,39353,0.8,7.7,565800
2144,38.014579,-122.130653,1097,42,4.3,2.1,1.88,45.9,60972,72172,1.5,7.4,353300
3267,38.004511,-122.134912,1567,127,4.6,2.08,2.14,50,58100,72325,1.3,8.4,381100
7412,38.005134,-122.120842,3221,135,5,2.42,2.07,50.5,54453,67269,7.1,10,354900
3615,38.011322,-122.094221,1296,23,5.7,2.97,2.89,61.5,48350,64991,9.2,30.4,407400
2805,37.999403,-122.106877,1060,18,6.5,2.58,2.18,92,108654,115557,54.4,38.4,484200
6216,37.996391,-122.090238,2542,106,5.4,2.68,2.27,63.9,81484,104383,22.6,29.8,446500
6549,37.988371,-122.097802,2520,28,5.8,2.43,2.32,82,93036,101169,4.7,26.4,463200
6689,37.97577,-122.092622,2808,0,6.3,2.31,2.95,88.8,105192,112337,2.9,34.9,541200
4518,37.967391,-122.108262,1832,130,6.4,2.53,3.01,78.8,90000,106459,3.2,38.3,581600
5533,37.980135,-122.072544,2383,77,4.7,2.41,2.42,50.9,54828,67467,11.4,7.4,371700
6085,37.961615,-122.074673,2651,154,5.7,2.53,2.55,70.4,98479,114884,6,26.9,583100
4352,37.95079,-122.071874,1771,109,5.9,2.67,2.71,77.7,91019,106209,2.4,21.4,552900
4615,37.936251,-122.056001,2833,148,3.3,2.29,1.6,18.2,55478,69688,37.8,2.5,400500
5141,37.952222,-122.060338,2636,94,4,2.45,1.78,29.5,64741,79446,18,7.3,491800
5514,37.935431,-122.074545,2219,13,5.7,2.65,2.01,68.8,69941,102605,6.5,20.9,589000
3437,37.938647,-122.087631,1416,51,6.2,2.58,2.56,77.1,110313,121737,11.1,41.9,692300
6695,37.993691,-122.048159,2956,200,4.9,2.38,2.94,73.7,47750,58624,4.3,7.9,125800
2281,37.976632,-122.036231,1401,93,2.9,1.42,1.69,2.9,29773,47186,41.3,0,113900
6309,37.995762,-122.034003,2424,10,5.2,2.72,2.53,55.9,61324,72940,4,14.7,355800
5353,37.989645,-122.026766,2081,141,5.5,2.94,3.1,76,77401,85754,1,22,361700
7013,37.976595,-122.013132,2804,174,5.4,2.36,2.53,62.4,65000,80375,10.5,18.7,398500
7534,37.982732,-121.999242,2966,66,5.7,2.61,3.2,75.6,73415,85764,5.4,20.4,380500
4091,37.96337,-121.972151,1542,29,6.1,2.77,2.31,78.5,78309,93716,10.6,22.5,470300
3855,37.958181,-121.959237,1633,0,5.8,2.55,2.82,78.8,73048,91795,26,32,479200
5926,37.969103,-121.985681,2293,104,6.3,2.76,2.89,78.6,93886,101673,5.1,41.5,457400
3749,37.963224,-122.001193,1547,72,5.3,2.65,2.22,51,59375,72783,6.5,33.6,410500
7367,37.955748,-121.976686,3387,223,4.8,2.32,2.3,58.1,63028,85522,14.9,14.7,331600
4767,37.951758,-121.987477,1779,76,6.8,2.91,3.06,84.9,112822,113478,5.9,55.1,548600
6794,37.875715,-122.057107,2833,58,6.3,2.61,1.95,74.5,110335,138684,14.4,35.5,913100
3358,37.96929,-122.020569,1314,32,5.2,2.93,2.52,75.4,75435,83145,1.1,15.7,419200
4802,37.967087,-122.034643,1697,244,3.8,3.07,3.04,20,41175,47256,5.1,4.5,289600
7595,37.967565,-122.040533,2804,281,3.8,2.08,2.96,19.3,41734,48371,7.5,3.1,219100
4032,37.960549,-122.04588,1150,75,5.2,3.49,3.61,67.3,66750,74747,0,12.3,311200
5701,37.954627,-122.044896,1784,207,3.8,3.2,3.73,17.8,30712,42043,2.9,1.2,232200
3200,37.958323,-122.013528,1212,86,6.4,2.94,2.57,81.1,97333,119762,23.7,48.1,618300
7183,37.950959,-122.026848,3233,161,5,2.09,2.55,73.7,54972,71037,6.4,21,352600
6098,37.939581,-122.011453,2353,151,6.9,2.81,2.66,79.5,119943,143276,7.5,54.9,681100
4996,37.948799,-122.044359,1857,152,4.8,2.21,2.95,65.6,47621,55652,11.5,11.2,284000
3601,37.941229,-122.042199,1415,89,6.5,2.78,4.1,86.1,92222,110668,15.6,39.1,494000
3790,37.932962,-122.03411,1448,15,7.2,2.44,2.48,88,110241,124746,3.9,58.9,660100
4564,37.924961,-122.054941,2716,177,4.1,2.11,1.82,41.4,82041,93966,20.5,9.1,481500
5662,37.919841,-122.046446,2860,245,5,2.12,1.92,70.2,102156,120908,11,13.7,508100
2922,37.92005,-122.01978,1048,43,7.9,2.67,3.57,96.3,129083,172281,8.9,82.2,845400
5807,37.911972,-122.021551,2186,0,7.2,2.56,2.61,92.7,127155,166231,8.2,59.5,837700
3362,37.888142,-122.055634,2037,185,3.1,1.85,1.76,8.2,54017,63278,14.5,0,458900
5574,37.90662,-122.061892,3331,485,3.7,1.81,1.86,29.5,74466,85751,16.7,0.7,368800
5857,37.923956,-122.068643,2594,189,4.9,2.29,2.09,51.2,78542,100777,16.9,13.7,555800
7000,37.913167,-122.083506,3078,94,6,2.51,2.02,76.7,108421,132953,7.8,27.1,721200
4864,37.890104,-122.080325,2054,83,5.5,2.53,1.67,73.3,89238,138305,11.6,26.4,832300
4806,37.896887,-122.049227,2168,83,4.8,2.66,2.07,48.7,76893,104930,6.9,31.5,818800
4380,37.905443,-122.043935,2096,72,5.9,2.46,2.02,68.1,108438,129915,7.5,29.8,729300
3843,37.883539,-122.03345,1489,71,6.8,2.87,2.18,80.6,120250,181284,10.7,48.9,885300
5730,37.730855,-121.937823,2084,113,6,2.98,2.33,76.3,106125,125145,14.1,44.6,607100
3895,37.745243,-121.948735,1331,30,6.6,2.94,3.56,86.7,135428,147869,0,49.6,642100
5062,37.740756,-121.930186,1965,35,6.6,2.98,2.18,74.4,114375,130110,21.8,53.4,667000
6223,37.796102,-121.979131,2178,39,7.2,2.81,3.27,78.4,119918,145172,10.3,58.7,767500
7353,37.774191,-121.947572,3403,101,5.5,2.21,1.9,76,120444,145229,33.2,24.3,644700
5099,37.757629,-121.949343,2006,104,5.6,3.06,2.8,57.9,107252,130988,15.2,36.1,784800
6513,37.767436,-121.928871,2320,81,5.9,3.16,1.86,56.7,105687,133879,76.9,39.4,850100
4337,37.794984,-121.936947,1470,0,7.3,2.91,3.35,95.2,166389,190790,44.5,64.2,830200
6307,37.797307,-121.966534,2510,32,6.9,2.45,2.48,94.8,123100,160769,7.9,58.1,825200
5734,37.748223,-121.969263,1846,140,7.4,3.15,2.12,90.3,164280,184925,52.8,74.8,896600
2859,37.764404,-121.974759,959,10,7,3.16,4.15,83.4,114668,146563,6.5,72.8,703400
7816,37.775732,-121.986384,3369,93,5.3,2.62,2.18,53.3,106217,120687,38.9,24.3,668300
3433,37.873027,-122.023781,1326,64,7.4,2.68,2.69,93.2,146488,184089,14.6,57.3,856100
3838,37.820019,-121.985206,1423,30,7.4,2.74,2.42,90.1,119856,139822,2.5,60,903000
6171,37.939348,-122.102582,2346,41,7.5,2.64,2.39,89.8,160903,211269,16.8,58.5,968900
4686,37.890228,-122.104685,1902,139,5.7,2.76,2.27,61.5,111947,130644,3.6,23.2,926900
5512,37.881033,-122.132231,2467,125,5.1,2.74,1.87,59.2,119020,152339,6.5,21.9,940400
2594,37.855214,-122.067694,2144,411,4.6,1.43,1.45,92.6,55677,77661,9.8,0,340600
3635,37.873621,-122.079971,3051,372,4.6,1.4,1.08,88.8,47990,64507,4.7,4.1,232400
1846,37.863462,-122.063849,1433,113,5.2,1.56,1.3,95.5,74244,86861,24.4,0.9,583100
5812,37.868732,-122.102583,2017,14,7.3,2.92,3.1,93.4,134663,179668,2.6,52.6,972100
5586,37.826888,-122.11905,1847,49,7.3,2.72,2.72,94.5,144833,186962,4.6,58.1,997600
5750,37.85273,-122.139026,2286,85,6.8,2.61,2.3,77.3,105391,134228,3.8,40.3,895300
2548,37.834622,-122.142939,1034,64,6,2.17,2.67,73.9,106875,129402,5.1,21.6,827000
3521,37.861031,-122.170606,1316,21,7.2,2.8,2.22,93.4,169196,212304,13.1,52.3,955200
1859,37.887621,-122.205021,662,11,6.5,2.64,1.59,91.4,157361,198918,2.2,28.8,845100
